Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Charleton,Elizabeth,"Charleton, Elizabeth",Fox,"Fox, Elizabeth",,1867-04-19,"Wellington, Somerset, England","Falmouth, England",female,Bristol MM,"dt/o Thomas and Sarah Fox, born in 1793.  In 1825 she was recorded a Minister at the West Division of Somerset MM.  She married James Charleton, in 1835 and moved to Bristol.  She died while on a visit to her brother Samuel Fox and was buried at Bristol on 4/26/1867.  "
Charleton,Robert,"Charleton, Robert",,,1809-04-15,1872-12-05,"Bristol, England","Ashley Down, Bristol, England",male,,"s/o James and Elizabeth Charleton.  In 1849 he married Catharine Brewster and they had children.  In 1854 he went to Russia with Joseph Sturge and Henry Pease and saw Czar Nicholas I, in an attempt to avert the Crimean War and this was not successful.  In 1860 he was recorded a Minister.  He traveled throughout England and Ireland on a lecture tour."
Charman,Sarah,"Charman, Sarah",Elgar,"Elgar, Sarah",1756-06-27,1836-02-02,"Folkstone, Kent, England",Fensgate,female,Dorking & Horsham MM,"dt/o Thomas Elgar and Elizabeth (Nickalls), who were Members of Friends.  In about 1788 she became a Minister  and in 1796 visited Friends in Bristol and Somerset.   She married as his 2nd wife, William Charman at Reigate in 1802.  She traveled to Wales, Essex, Kent and in Scotland to Edinburgh, Dundee and Perth."
Chase,"Amasa, Dr.","Chase, Amasa, Dr.",,,1823-01-22,1888-04-02,"Providence, Rhode Island","Leesburg, Florida",male,,"He married Lydia M., (a Minister) and he became a Minister as well.  In 1853 they moved to Iowa and in 1863 to Shawnee, Kansas.  In 1873 they traveled through southern Kansas and to Southland College, Helena, Arkansas.  He worked in missionary work under the direction of the Indiana YM."
Chase,James B.,"Chase, James B.",,,,,,"Poplar Ridge, Cayuga County, New York",male,New York MM,"He was born in 1847 and he became a Minister.  He attended both the New York MM and Brooklyn MM.  He was Superintendent of the Evangelistic Committee of the YM for several years.  He died in July 1895 at his son-in-law's home, aged 48."
Chase,Jonathan,"Chase, Jonathan",,,1746-08-29,1824-07-25,"Swansea, Rhode Island","Swamsea, Rhode Island",male,,"s/o John and Lydia Chase.  He lost his right of membership, bur by repentance he was restored.  He became a Minister and served for ca. 43 years.  He visited the poor."
Chase,William Henry,"Chase, William Henry",,,,1877-07-07,"Union Springs, Cayuga County, New York","Union Springs, New York",male,,"He was born ca. 1805 and became a Minister.  His sympathies were with ""Gurney"" Friends.   "
Cheal,Ernest,"Cheal, Ernest",,,1878-01-25,1961-09-12,"Lowfield Heath, Sussex, England","Crawley, Sussex, England",male,"Dorking, Horsham & Guildford MM","s/o Joseph Cheal and Mary Elizabeth (Gill).  He married Annie Grace Swain, dt/o James and Isabella Swain, at Friends' Meeting House, Brookfield, on 8/26/1903 and they had 5 children.  He was recorded a Minister on 5/8/1912.  He served the Society as clerk to 2 meetings and was trustee of the Monthly Meeting property from 1898 until he died."
Cheal,Joseph,"Cheal, Joseph",,,1848-03-27,1935-06-09,"Lowfield Heath, Sussex, England","Crawley, Sussex, England",male,Ifield MM,"s/o John Cheal and Mary (Fox).  He became a very well known nurseryman and received the Victoria Medal of Honour.  He married Mary Elizabeth Gill, dt/o Benjamin Gill, at Dewsbury, on 8/5/1875 and they had 8 children.  He served the Society of Friends as Clerk, a member of the Meeting for Sufferings and was recorded a Minister by Dorking, Horsham & Guildford MM on 2/11/1903.  He visited Syria, Palestine, America and Canada."
Chester,Edward,"Chester, Edward",,,,1707-12-23,"Bedfordshire, England","Bedfordshire, England",male,,"He was born ca. 1634 and in ca. 1652 he joined the Baptists and was a teacher.  In ca. 1654 he was ""convinced"" and sent to Bedford jail... the first Friend committed there.  In  1663 he married Elizabeth ? and had some children.  In 1665 he became a Minister.  He was buried at Sewel's Burying Ground, Bedfordshire."
Chester,Patience,"Chester, Patience",Freeman,"Freeman, Patience",1740-03-30,1802-11-12,"Bristol, England",,female,Gracechurch Street MM,"dt/o Francis and Sarah Freeman.   She married Richard Chester, Junior, of Stoke Newington in 1759.   She became a Minister at about age 50.  She was Clerk of the Women's YM from 1788-1794.   She was buried in Friends' burying ground at Winchmore Hill."
Chevers,Sarah,"Chevers, Sarah",,,,,,,female,,"She was the wife of  Henry Chevers, and lived at Slattenford, Wiltshire, England.  She visited Scotland with Catharine Evans and in 1658 went with her to Malta and endured great sufferings from the Inquisition and they were released in 1662."
Child,Isaac,"Child, Isaac",,,,1769-04-05,"Plumbstead, Bucks County, Pennsylvania","Abington, Pennsylvania",male,Buckingham MM,He was born in 1734 and did marry and had 2 children.  In ca. 1758 he became a Minister and traveled only a little.  In 1764 he moved to Abington.
Chilson,Arthur Benton,"Chilson, Arthur Benton",,,1872-06-16,1939-01-14,"near Marshalltown, Iowa","Kiwimba, Congo Belge, Africa",male,,s/o W. Harry and Fances A. Chilson.  In 1889 he joined Friends and was recommended a Minister.  In 1902 he went to Friends Africa Industrial Mission in Kenya.  In 1906 he married Edna A. Hill in U. S. A. and both went to Africa.  They had 2 daughters.  IN 1928 he returned to the U. S. and was general superintendent  of Kansas YM from 1928 to 1933.  He went back to  Africa in at Kiwimba in 1934.
Chipchase,John,"Chipchase, John",,,1789-06-13,1862-03-02,"Stockton-on-Tees, England","Cotherstone, England",male,Darlington MM,"s/o John and Sarah Chipchase, valued members of the Society.  He married 1st, Alice Robson in 1831 and they had many children.  He married 2nd, Ann Brantingham. He served his Meeting as Overseer, an Elder and in 1852 he was recorded a Minister.  "
Christison,Wenlock,"Christison, Wenlock",,,,,England,,male,,"He came from England to Salem, Massachusetts in 1660.   He was imprisoned and sentenced to death at William Leddra's trial, but was released with 27 other Friends.In 1665 he was whipped in 3 towns and driven into the wilderness.  In 1670 he moved to the eastern shore of Maryland and he ""married out"" and was dealt with.  In 1678 he served in the Maryland Assembly.  Meeting was held at his house.    He died in 1681."
Christy,Frank Fell,"Christy, Frank Fell",,,1902-12-27,1973-08-04,"Chelmsford, England","Chelmsford, England",male,Witham MM,"s/o Frank and Clara Nellie (Geaussant) Christy.  He attended Queen Mary College, University of London.  In 1935 he married Joan Elizabeth Phipps and they had 4 children.   He served as an Overseer and as an Elder and was clerk of his PM and the QM.  He served as Quaker Prison Minister at the Chelmsford Prison among several other positions.."
Christy,Thomas,"Christy, Thomas",,,1776-09-25,1846-06-15,"Allhallows, London, England","Broomfield, Essex, England",male,,"s/o Miller Christy and Ann.  He married Rebecca Hewling (1774-1837) dt/o Samuel and Sarah Hewling, at Peters Court, on 2/20/1800 and they had 7 children.  She became a prominent Minister.   He was an Elder and he did visit Germany with Thomas Shillitoe and they had an audience with Frederick William III.  "
Churchman,George,"Churchman, George",,,1730-10-28,1814-11-18,"Nottingham, Pennsylvania","West Nottingham, Pennsylvania",male,Nottingham MM,"s/o John and Margaret (Brown) Churchman.  He married Hannah James, dt/o Mordecai and Gaynor (Lloyd) James, in 1752 and they had 10 children.    He succeeded his father as clerk of the Nottingham MM and served for 20 years.  He helped start Westtown School, which opened in 1799.  "
Churchman,John,"Churchman, John",,,1705-08-04,1775-07-24,"Nottingham, Chester County, Pa.","Nottingham, Pennsylvania",male,Nottingham MM,"s/o John and Hannah (Cerie) Churchman. He began to preach at age 25 and became a Minister in 1735 and traveled to his own country and Europe, Great Britain and Ireland.  He was an Elder and clerk of his Meeting for 20 years.  He married Margaret Brown, dt/o William and Esther Brown (b. 1/13/1707) and she died in 1770."
Churchman,Margaret,"Churchman, Margaret",Brown,"Brown, Margaret",1707-01-13,1770-07-28,"Chicester, Chester County, Pa.","Nottingham, Pennsylvania",female,Nottingham MM,dt/o William and Esther Brown.   They removed to Nottingham and in 1730 she married John Churchman.  She became a Minister in 1741 and visited Meetings in Pennsylvania and the southern provinces.
Clampitt,Roy J.,"Clampitt, Roy J.",,,1888-04-06,1973-12-16,"Pasadena, California","Des Moines, Iowa",male,,"s/o Frank T. and Eva L. (Mulford) Clampitt.  He earned an M. A. in 1913 at State University of Iowa.  He married Pauline Felt on 8/20/1919 and they had 5 children.  He helped operate the Scattergood Hostel near West Branch for Jewish refugees from Nazi persecution.  In 1944-1946 he and his wife worked in Miacatlan, Mexico for the American Friends Service Committee.  Fron 1947-1964 he worked for the Des Moines AFSC."
Clare,Esther,"Clare, Esther",,,,1742-10-03,"Newtown, Cheshire, England","Philadelphia ? ,Pennsylvania",female,Philadelphia MM,"She was born ca. 1674 and married William Clare, Newtown, Cheshire, England.  In 1714 they removed to America.  She became a Minister and in 1722 she visited Great Britain and Ireland with Sarah Lay.  She traveled to Maryland, Virginia and the Carolinas in 1723 or 1725 with Mary Lewis."
Clare,Mary,"Clare, Mary",Fletcher,"Fletcher, Mary",1695-01-09,1773-04-14,"Aughton, England","Hatton, England",female,Frondley MM,"dt/o John and Elizabeth Fletcher.  She married Peter Clare, s/o Thomas Clare of Hatton, at Bicursteth, Lancashire, on 5/22/1720 and they had 9 children.  In 1726 she appeared in the Ministry and served in it for 47 years.  She was buried in Friends' burying ground at Over Whitley."
Claridge,Richard,"Claridge, Richard",,,1649-10-10,1723-02-28,"Farmborough, Warwickshire, England","London, England",male,,"s/o William and Isabel Claridge.  He took his degree from University of Oxford and became a Deacon and then a Priest.  He was rector at Peopleton in Worcestershire for 19 years and then joined the Baptists.   In 1697, however, he became ""convinced"" and joined Friends and became a Minister.  He married 3 times and the 3rd was Mary Tomkins.  He was buried in the Friends Burial Ground near Bunhill Fields."
Clark,Alida,"Clark, Alida",,,,1892-03-14,,"Southland, Arkansas",female,Southland MM,"She was born ca. 1822 and married Calvin Clark.  She became a Minister and belonged to Indiana YM.  From 1864 -1885 they were in charge of Southland College for Freedmen in Helena, Arkansas."
Clark,Asenath,"Clark, Asenath",Hunt,"Hunt, Asenath",1785-09-11,1872-02-26,"New Garden, North Carolina",Indiana,female,Whitewater MM,"dt/o Nathan and Martha Hunt.  In 1817 she was recorded a Minister.  She married Dougan Clark, a Minister of Marlborough MM, as his 2nd wife in 1823.  They traveled together to most of the YM.   In 1844-45 they visited England.  He died in 1855 and in 1857 she moved to Inidana."
Clark,Calvin,"Clark, Calvin",,,,1908-01-12,,"Granville, Ohio",male,,"He was born in 1819 and he married Alida.   They were members of Indian YM.  In 1864 they were sent by Indiana YM to Helena, Arkansas to care for the destitute children of freedman at Southland College."
Clark,"Dougan, Sr.","Clark, Dougan, Sr.",,,1783-10-03,1955-08-23,"Randolph County, North Carolina","New Garden, North Carolina",male,,"s/o William and Eleanor Clark, Presbyterians who joined Friends.  He married 1st, Nancy (or Agness) Welbourn, a Presbyterian, (he was ""disowned"") and rejoined Freinds.  In 1817 he became a Minister and visited Ohio and Indiana.  In 1823 he married 2nd Asenath Hunt.  In 1844 they went to Great Britain and Ireland.  For 6 years he was Superintendent of New Garden Boarding School."
Clark,"Dougan, Jr.","Clark, Dougan, Jr.",,,1828-05-17,1896-10-10,"Randolph County, North Carolina","Richmond, Indiana",male,,"s/o Dougan and Asenath (Hunt) Clark.  He graduated Haverford College in 1852.  He married Sarah Jordan Bates of Hanover County, Virgiana in 1852.  He studied medicine at University of Maryland in 1855 and moved to Indiana.  He taught at Earlham College and practiced medicine in Richmond, Indiana.  He was recorded a Minister in 1869 and in 1876 he went to England, Ireland and France.  "
Clark,Edith Mary,"Clark, Edith Mary",,,,1914-01-08,"Leeds, England","Tananarive, Madgascar",female,,"dt/o Henry Ecroyd and Rachel Maria (Rowntree) Clark, born in ca. 1867.  In 1871 she went with her parents to Madagascar and while there learned the language.  She studied in England in 1877-1879 and returned to Madagascar.  She worked for girls at Faravohitra and in 1896 went to Paris to improve her French."
Clark,Eleanor,"Clark, Eleanor",,,,1756-01-29,,"Banbury, Oxfordshire, England",female,,"She was born about 1705 and she married John Clark of Balsall Street.   She was ""convinced"" in about 1746 and became a Minister.  She died at about age 51 and had been a Minister for about 9 years.  She was buried at Banbury."
Clark,Esther,"Clark, Esther",Marshall,"Marshall, Esther",,1822-12-14,"Calverley, England","Doncaster, England",female,Balby MM,"dt/o John and Sarah Marshall, born in 1738/9, in the compass of Knaresboro MM.  In her 26th year she became a Minister and made visits in England, Ireland, Scotland and Wales.  In 1784 she married 1st Thomas Brady of Thorne and after he died, she moved to Doncaster and in 1796 married 2nd, Timothy Clark."
Clark,Henry Ecroyd,"Clark, Henry Ecroyd",,,1836-06-28,1906-05-01,"Doncaster, England","Doncaster, England",male,Balby MM,dt/o Joseph and Ann (Woodhead) Clark.  He married Rachel Maria Rowntree in 1866 and they had 7 children.  In 1871 he was recorded a Minister by Brighouse MM.  He and his wife went as missionaries to Madagascar for many years. In 1901 he retired to Doncaster.
Clark,"Hilda, Dr.","Clark, Hilda, Dr.",,,,1955-02-24,"Greenbank, England","Street, England",female,,"dt/o William S. and Helen P. (Bright) Clark, born in 1881.  She studied medicine at Birmingham and London.   She was helpful in the formation of the War Victims' Relief Committee.  In 1919 she was aiding starving children in Vienna."
Clark,Joseph,"Clark, Joseph",,,,1833-06-27,,"Philadelphia, Pennsylvania",male,,"He was born in 1745, probably in Philadelphia and is noted for writing a number of papers including an Account of a journey to the Indian country in 1834."
