Name(s) of Enslaved Person (Transcribe what is listed),Age listed for Enslaved Person,Freed Age,Assumed Gender of Enslaved Person,Page Number,Image Name (A001870XX_XXX),Date (YYYY-MM-DD),"Place (Township, County, etc)",Place(State),"Transcribed - Name of Slaveholder (Last name, First name)","Unabbreviated - Name of Slaveholder (Last name, First name)",Assumed Gender of Slaveholder,"Transcribed - Witnesses (Last name, First name)","Unabbreviated - Witnesses (ex: ""Sealed and delivered in the Presence of..."") (Last name, First name)",Monthly Meeting,"Transcribed - Monthly Meeting Clerk (Last Name, First Name)","Unabbreviated - Clerk (Last name, First name)",Notes,Indexer initials,Checker initials,,,,,,,,,,,,,,
Daniel,3,21,male,26th,A00179697_074,1777-05-11,Kent County,DE,"Register, David",,male,"Register, Robert; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Jack ,?,time of manumission,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Thomas,40+,40+,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,"husband of Sarah, father of Esther, Tom, Anthony, Sarah, Dinah",WGC,WGC,,,,,,,,,,,,,,
Cato,33,33,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Thomas,21,21,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Isaac,13,21,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Anthony,8,21,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,child of Thomas (older) and Sarah,WGC,WGC,,,,,,,,,,,,,,
Nanny,50,50,female,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,wife of Jack,WGC,WGC,,,,,,,,,,,,,,
Sarah,36,33,female,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,"wife of Thomas (older), mother of Esther, Tom, Anthony, Sarah, Dinah",WGC,WGC,,,,,,,,,,,,,,
Sarah,1,18,female,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,child of Thomas (older) and Sarah,WGC,WGC,,,,,,,,,,,,,,
Dinah,9,18,female,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,child of Thomas (older) and Sarah,WGC,WGC,,,,,,,,,,,,,,
Esther,13,13,female,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,child of Thomas (older) and Sarah,WGC,WGC,,,,,,,,,,,,,,
Tom,10,21,male,26th-27th,A00179697_074,1777-05-24,Kent County,DE,"Bowman, Thomas; 
Bowman, Elizabeth",,male; female,"Mifflin, Warner; 
Mifflin Elizabeth; 
Woodcock, Anthony",,Duck Creek,,,child of Thomas (older) and Sarah,WGC,WGC,,,,,,,,,,,,,,
Thomas,25,25,male,27th,A00179697_075,1777-02-22,"St. Georges Hundred, 
Newcastle County",DE,"Williams, Martha",,female,"Mifflin, Warner; 
Turner, Susanna; 
Wilson, William",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Nan,35,35,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,"Nan is the mother of Lydia
",WGC,WGC,,,,,,,,,,,,,,
Lydia,1,1,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,daughter of Nan,WGC,WGC,,,,,,,,,,,,,,
Ambo,20,20,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Rhonda,14,18,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Comfort,3,18,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Judah,17,18,female,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Peter,3,21,male,28th,A00179697_076,1776-06-27,"Misipillion Hundred, 
Kent County",DE,"Fisher, Edmund",,male,"Bowman, Jemima; 
Mifflin, Warner",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Sarah,59,59,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Alice,41,41,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Lydia,25,25,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,"Mother of Richard, Mary, and Mingo (younger)",WGC,WGC,,,,,,,,,,,,,,
Bett,23,23,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,Mother of Ann and James,WGC,WGC,,,,,,,,,,,,,,
Nell,20,20,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,Mother of Anthony,WGC,WGC,,,,,,,,,,,,,,
Avis,16,16,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Mary,3,3,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,daughter of Lydia,WGC,WGC,,,,,,,,,,,,,,
Ann,~4,~4,female,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,daughter of Bett,WGC,WGC,,,,,,,,,,,,,,
George,39,39,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Mingo,1,1,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,son of Lydia,WGC,WGC,,,,,,,,,,,,,,
Mingo,31,31,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Johnathan,28,28,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Demby,24,24,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Richard,4,4,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,son of Lydia,WGC,WGC,,,,,,,,,,,,,,
James,2,2,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,son of Bett,WGC,WGC,,,,,,,,,,,,,,
Anthony,9 months,9 months,male,28th-29th,A00179697_076,1777-06-26,"Murderhill Hundred, 
Kent County",DE,"Nock, Thomas",,male,"Nock, James; 
Jenkins, Joseph",,Duck Creek,,,son of Nell,WGC,WGC,,,,,,,,,,,,,,
Charles,39,39,male,30th,A00179697_078,1775-03-18,Kent County,DE,"Lomber, Issac",,male,"Bowers, John; 
Bowers, Rachel; 
Bowers, Maryann",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Mingo,35,35,male,30th,A00179697_078,1775-03-18,Kent County,DE,"Lomber, Issac",,male,"Bowers, John; 
Bowers, Rachel; 
Bowers, Maryann",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Prince,33,33,male,30th,A00179697_078,1775-03-18,Kent County,DE,"Lomber, Issac",,male,"Bowers, John; 
Bowers, Rachel; 
Bowers, Maryann",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Bett,14,18,female,30th,A00179697_078,1775-03-18,Kent County,DE,"Lomber, Issac",,male,"Bowers, John; 
Bowers, Rachel; 
Bowers, Maryann",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Abram,14,21,male,31,A00179697_079,1777-07-04,Kent County,DE,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jenkins, Joseph",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
James Freeman,?,time of manumission,male,32,A00179697_080,1776-04-19,Philadelpia,PA,"Fisher, Joshua",,male,"King, Hugh; 
Fisher, Samuel R.",,Duck Creek,,,"no age listed for James, but assumed 
to be an adult",WGC,WGC,,,,,,,,,,,,,,
Cato Freeset,?,time of manumission,male,32,A00179697_080,1776-08-29,Philadelpia,PA,"Fisher, Joshua",,male,"Hazzard, John; 
Hazzard, Wm","Hazzard, William",Duck Creek,,,"no age listed for Cato, but assumed 
to be an adult",WGC,WGC,,,,,,,,,,,,,,
Paris Freedom,?,time of manumission,male,33,A00179697_081,1776-10-24,Philadelpia,PA,"Fisher, Joshua",,male,"Ronland, Samuel; 
Robinson, Thomas",,Duck Creek,,,"no age listed for Paris, but assumed 
to be an adult",WGC,WGC,,,,,,,,,,,,,,
Sabina Freedom,?,time of manumission,female,33,A00179697_081,1776-10-24,Philadelpia,PA,"Fisher, Joshua",,male,"Ronland, Samuel; 
Robinson, Thomas",,Duck Creek,,,"no age listed for Sabina, but assumed 
to be an adult",WGC,WGC,,,,,,,,,,,,,,
Cato Freeman,?,time of manumission,male,34,A00179697_082,1776-10-24,Philadelpia,PA,"Fisher, Joshua",,male,"Ronland, Sam; 
Robinson, Thomas","Ronland, Samuel",Duck Creek,,,"no age listed for Cato, but assumed 
to be an adult",WGC,WGC,,,,,,,,,,,,,,
James,19,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,,WGC,WGC,,,,,,,,,,,,,,
Sophia,? ,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

no age given for Sophia but assumed to be >18

Sophia is the mother of Hannah(12), Ben(9), Rhonda, Betty(6), Fisher, Ned, and Peggy(?)",WGC,WGC,,,,,,,,,,,,,,
Hannah,12,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Sophia(?)",WGC,WGC,,,,,,,,,,,,,,
Rhoda,7,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Sophia(?)",WGC,WGC,,,,,,,,,,,,,,
Betty,6,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Sophia(?)",WGC,WGC,,,,,,,,,,,,,,
Peggy,? ,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Sophia(?)",WGC,WGC,,,,,,,,,,,,,,
Ben,9,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38",WGC,WGC,,,,,,,,,,,,,,
Fisher,? ,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Sophia(?)",WGC,WGC,,,,,,,,,,,,,,
Ned,?,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38",WGC,WGC,,,,,,,,,,,,,,
Phebe,?,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

no age given for Phebe but assumed to be >18

Phebe(?) is the mother of Sam(5) and Jacob(3)",WGC,WGC,,,,,,,,,,,,,,
Jacob,3,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Phebe(?)",WGC,WGC,,,,,,,,,,,,,,
Sam,5,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Phebe(?)",WGC,WGC,,,,,,,,,,,,,,
Abram,12,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38",WGC,WGC,,,,,,,,,,,,,,
Charity,16,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

mother of Hannah (3 months)",WGC,WGC,,,,,,,,,,,,,,
Hannah,3 months,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Charity",WGC,WGC,,,,,,,,,,,,,,
Rachel,?,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

Rachel(?) is the mother of Nanny (1 month)

no age given for Rachel but assumed to be >18",WGC,WGC,,,,,,,,,,,,,,
Nanny,1 month,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daugther of Rachel(?)",WGC,WGC,,,,,,,,,,,,,,
Esther,?,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

no age given for Esther but assumed to be >18

Esther is the mother of Rhoda and Ben(14)",WGC,WGC,,,,,,,,,,,,,,
Rhoda,16,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

Esther is the mother of Rhoda and Ben(14)",WGC,WGC,,,,,,,,,,,,,,
Ben,14,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Esther(?)",WGC,WGC,,,,,,,,,,,,,,
Patience,? ,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

Patience is the mother of Tabitha, Rebecca, Johnathan, Abel, and Stephen

no age given for Patience but assumed to be >18",WGC,WGC,,,,,,,,,,,,,,
Tabitha,11,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

daughter of Patience",WGC,WGC,,,,,,,,,,,,,,
Rebecca,~9,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

birth year is cut off, assumed to be 1766

daughter of Patience",WGC,WGC,,,,,,,,,,,,,,
Johnathan,5,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Patience",WGC,WGC,,,,,,,,,,,,,,
Abel,1,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Patience",WGC,WGC,,,,,,,,,,,,,,
Stephen,3 months,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

son of Patience",WGC,WGC,,,,,,,,,,,,,,
Jude,?,time of manumission,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

Jude is the mother of York, Esther(5), Moses, and
Leah(6 mo)

no age given for Jude but assumed to be >18",WGC,WGC,,,,,,,,,,,,,,
York,14,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

child of Jude(?)",WGC,WGC,,,,,,,,,,,,,,
Moses,2,21,male,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

child of Jude(?)",WGC,WGC,,,,,,,,,,,,,,
Leah,6 months,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

child of Jude(?)",WGC,WGC,,,,,,,,,,,,,,
Esther,5,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

child of Jude(?)",WGC,WGC,,,,,,,,,,,,,,
Dublin-Leah,?,time of manumission ,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

no age given for Dublin Leah but assumed to be >18

Dublin-Leah is the mother Betty(9), Patience, Jude(5),
Candis, and Rachel(?)",WGC,WGC,,,,,,,,,,,,,,
Jude,5,18,female,34-37,A00179697_082,1775-04-08,Accomack County,VA,"Mifflin, Daniel",,male,"Mifflin, Warner; 
Jay Baptist; 
Mifflin, Walker",,Duck Creek,,,"this manumission is included in the Duck Creek meeting because the original enslaver (from VA) did not have a nearby meeting to attend

there are two copies of pgs. 36 and 38

child of Dublin-Leah (?)",WGC,WGC,,,,,,,,,,,,,,
